,title,issues,price,deskripsi,size,img,status
530,GUIDON,Catalystwist,Rp 429.000,"Army green cotton fleece 280 gsm pullover hoodie, multi color direct embroidery.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/guidon-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/guidon-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/guidon-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/guidon-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ph-size-chart-2023-1-500x500.jpg']",Out of Stock
531,GLADIUS,Catalystwist,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, white direct embroidery.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/gladius-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gladius-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gladius-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gladius-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gladius-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ph-size-chart-2023-1-500x500.jpg']",Out of Stock
532,MITER,Catalystwist,Rp 399.000,"Black, red and grey cotton crewneck knitwear sweaters with cotton label.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/miter-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/miter-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/miter-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/miter-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/miter-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/miter-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/10/0-kw-size-chart-2023-500x500.jpg']", in ready
533,ORNATE,Catalystwist,Rp 429.000,"Army green cotton fleece crewneck, multi color plastisol ink screen print.","['S', 'M', 'L']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/ornate-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ornate-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ornate-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ornate-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-cn-size-chart-2023-500x500.jpg']", in ready
534,ALYST,Catalystwist,Rp 429.000,"Black cotton fleece crewneck, black plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/alyst-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/alyst-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/alyst-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/alyst-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/alyst-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/alyst-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/12/0-cn-size-chart-2023-500x500.jpg']", in ready
535,FRANK,Catalystwist,Rp 319.000,Black cotton 12S long track pants with white discharge ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/frank-8-500x500.jpg']",Out of Stock
536,PISSED,Catalystwist,Rp 439.000,"Black high density polyester motorcycle jacket with red satin inside, matte black metal patch and matte black color zippers.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/pissed-8-500x500.jpg']",Out of Stock
537,SVERD,Catalystwist,Rp 399.000,Black polyester windbreaker jacket with black and white ink screen print and black plastic snap button.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-8-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-9-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/sverd-10-500x500.jpg']",Out of Stock
538,KEISER,Catalystwist,Rp 399.000,Black polyester windbreaker jacket with silver shimmer ink screen print and black plastic snap button.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-8-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/keiser-9-500x500.jpg']",Out of Stock
539,AVORY,Catalystwist,Rp 399.000,Black high density polyester bomber jacket with antique brass zipper and direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/avory-8-500x500.jpg']",Out of Stock
540,AMONT,Catalystwist,Rp 429.000,Black full printed quilted polyester bomber jacket with grey silk print and black buttons.,"['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/amont-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/amont-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/amont-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/amont-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/amont-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/amont-6-500x500.jpg']", in ready
541,DIVER,Catalystwist,Rp 169.000,Black trucker caps with white direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/diver-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/diver-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/diver-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/diver-3-500x500.jpg']",Out of Stock
542,COMPASS,Catalystwist,Rp 169.000,Black polyester 6 panels strap back caps with black and white direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/compass-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/compass-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/compass-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/compass-3-500x500.jpg']",Out of Stock
543,STEV,Catalystwist,Rp 179.000,Black cotton twill combat caps with black and white direct embroidery at front.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/stev-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stev-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stev-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stev-3-500x500.jpg']",Out of Stock
544,FF 31,Catalystwist,Rp 129.000,Black rubber flip-flop sandals with red ink screen print.,"['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-31-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-31-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-31-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-31-4-500x500.jpg']", in ready
545,FF 30,Catalystwist,Rp 129.000,Black rubber flip-flop sandals with black and white ink screen print.,"['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-30-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-30-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-30-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ff-30-4-500x500.jpg']", in ready
546,SS 48,Catalystwist,Rp 239.000,Black slide sandals with black debossed ink printing,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-48-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-48-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-48-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-48-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-48-5-500x500.jpg']",Out of Stock
547,SS 47,Catalystwist,Rp 239.000,Black slide sandals with white debossed ink printing,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-47-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-47-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-47-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-47-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/ss-47-5-500x500.jpg']",Out of Stock
548,WALKA,Catalystwist,Rp 299.000,Black rubber and sponge walking sandal with black webbing and fastening tape.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/walka-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/walka-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/walka-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/walka-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/walka-5-500x500.jpg']",Out of Stock
549,GABBA,Catalystwist,Rp 199.000,Black polyester shoulder / sling bag with black rubber patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/gabba-8-500x500.jpg']",Out of Stock
550,COVAL SL,Catalystwist,Rp 99.000,"Antique silver metal cast keychain with logo on the both side
5,5×3 cm",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-sl-7-500x500.jpg']", in ready
551,CGL 13,Catalystwist,Rp 159.000,Black polyester gloves with white ink rubber screen print and woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-13-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-13-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-13-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-13-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-13-5-500x500.jpg']",Out of Stock
552,COVAL BL,Catalystwist,Rp 99.000,"Black glossy metal cast keychain with logo on the both side
5,5×3 cm",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/coval-bl-7-500x500.jpg']", in ready
553,CGL 12,Catalystwist,Rp 179.000,Black polyester gloves with white ink rubber screen print and woven patch.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-12-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-12-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-12-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-12-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/cgl-12-5-500x500.jpg']",Out of Stock
554,UWR 115,Catalystwist,Rp 89.000,"Black spandex (95% cotton, 5% elastane) boxer briefs with red ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-115-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-115-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-115-2-500x500.jpg']",Out of Stock
555,UWR 114,Catalystwist,Rp 89.000,"Black spandex (95% cotton, 5% elastane) boxer briefs with white ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-114-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-114-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-114-2-500x500.jpg']",Out of Stock
556,UWR 113,Catalystwist,Rp 80.000,"Black spandex (95% cotton, 5% elastane) boxer briefs with red ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-113-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-113-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-113-2-500x500.jpg']",Out of Stock
557,UWR 112,Catalystwist,Rp 80.000,"Black spandex (95% cotton, 5% elastane) boxer briefs with white ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-112-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-112-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-112-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-112-2-500x500.jpg']",Out of Stock
558,UWR 111,Catalystwist,Rp 89.000,Black cotton boxer pants with white discharge ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-111-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-111-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-111-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-111-2-500x500.jpg']",Out of Stock
559,UWR 110,Catalystwist,Rp 89.000,Black cotton boxer pants with white discharge ink screen print.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-110-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-110-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/uwr-110-2-500x500.jpg']",Out of Stock
560,COMMAND,Catalystwist,Rp 189.000,"Black 20s cotton short sleeve T-shirts, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
double needle sleeve and bottom hem, black and white plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/command-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/command-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/command-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/command-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/command-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ts-ss-size-chart-2023-2-500x500.jpg']",Out of Stock
561,NUCLEAR,Rp 199.000,Rp 199.000,"Red 20s cotton long sleeve T-shirts, open-end yarn, 100% cotton, tubular fit, seamless double needle 2cm collar, taped neck and shoulders, satin & cotton label,
rib cuffs, double needle bottom hem, black plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/nuclear-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/nuclear-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/nuclear-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/nuclear-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/nuclear-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/nuclear-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ts-ls-size-chart-2023-1-500x500.jpg']",Out of Stock
562,SERPH,Catalystwist,Rp 439.000,"Black cotton fleece 280 gsm zip-up hoodie, red and white plastisol ink screen print, silver chrome color zipper.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/serph-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/serph-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/serph-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/serph-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/serph-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/serph-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-zh-size-chart-2023-500x500.jpg']",Out of Stock
563,VIOLETAL,Catalystwist,Rp 439.000,"Black cotton fleece 280 gsm zip-up hoodie, purple direct embroidery, silver chrome color zipper.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/violetal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/violetal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/violetal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/violetal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-zh-size-chart-2023-500x500.jpg']",Out of Stock
564,SURROUND,Catalystwist,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, black plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/surround-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/surround-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/surround-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/surround-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ph-size-chart-2023-500x500.jpg']",Out of Stock
565,COLUMNA,Catalystwist,Rp 429.000,"Black cotton 280 gsm pullover hoodie, multi color plastisol ink screen print.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/columna-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/columna-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/columna-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/columna-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ph-size-chart-2023-500x500.jpg']",Out of Stock
566,STYGIAN,Catalystwist,Rp 429.000,"Black cotton fleece 280 gsm pullover hoodie, white and black plastisol ink screen print.","['S', 'M', 'L', 'XL', 'XXL']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/stygian-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stygian-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stygian-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stygian-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stygian-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/stygian-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-ph-size-chart-2023-500x500.jpg']", in ready
567,TRYPHORN,Catalystwist,Rp 429.000,"Black cotton fleece crewneck, white plastisol ink screen print.","['M', 'L']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/tryphorn-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/tryphorn-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/tryphorn-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/tryphorn-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/tryphorn-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/tryphorn-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/0-cn-size-chart-2023-500x500.jpg']", in ready
568,SIGNAL,Catalystwist,Rp 229.000,Black wrinkled polyester short pants with white direct embroidery.,no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/signal-8-500x500.jpg']",Out of Stock
569,KLAIN,Catalystwist,Rp 389.000,Black wrinkled polyester slimfit cargo longpants with black backpatch and woven patch.,"['30', '32', '34', '36', '38']","['https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/klain-8-500x500.jpg']", in ready
570,MTD 55,Catalystwist,Rp 399.000,"Black stretch 11,5 oz slimfit long pants jeans with black leather backpatch and white rivets & button.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-55-8-500x500.jpg']",Out of Stock
571,MTD 54,Catalystwist,Rp 399.000,"Black stretch 11,5 oz slimfit long pants jeans with red leather backpatch and black rivets & button.",no size,"['https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-1-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-3-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-4-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-2-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-5-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-6-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-7-500x500.jpg', 'https://www.maternaldisaster.com/wp-content/uploads/2023/09/mtd-54-8-500x500.jpg']",Out of Stock
